id,Nama,Kabupaten,Rating,Total_Review,Mood_Review,Link,Kategori,mood_clean,feature_text,rating_norm,review_norm
219,"Pison, Ubud",Gianyar,4.8,6374, rating  |  jam buka  |  semua filter | semua | sawah | valet | kentang goreng truffle | tinta cumi | cold brew | nasi goreng perut babi | leony | long black | pasta mawar | mandala suci wenara wana,"https://www.google.com/maps/place/Pison,+Ubud/@-8.5127,115.2452011,15z/data=!4m13!1m3!2m2!1sCafe+terbaik+di+Ubud+Bali!6e5!3m8!1s0x2dd23d7a21850c65:0x85cf8a5235a336aa!8m2!3d-8.5182581!4d115.2636643!9m1!1b1!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBCnJlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXlMVkJEUkY5blJSQULgAQD6AQQIABA-!16s%2Fg%2F11hdqwr36k?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",Sunset & View, rating   jam buka   semua filter sawah valet kentang goreng truffle tinta cumi cold brew nasi goreng perut babi leony long black pasta mawar mandala suci wenara wana, rating   jam buka   semua filter sawah valet kentang goreng truffle tinta cumi cold brew nasi goreng perut babi leony long black pasta mawar mandala suci wenara wana sunset & view sunset & view gianyar,0.95,0.857244128740038
220,Old Friends Coffee --Bali Coffee Farmer & Roaster,Gianyar,4.8,403, rating  |  jam buka  |  semua filter | semua | cappucino | roti pisang | anjing | santan | musik | masala chai | manual brew | pagi | perkebunan | flat white,"https://www.google.com/maps/place/Old+Friends+Coffee+--Bali+Coffee+Farmer+%26+Roaster/@-8.5127,115.2452011,15z/data=!4m13!1m3!2m2!1sCafe+terbaik+di+Ubud+Bali!6e5!3m8!1s0x2dd23d0b98c1aeb9:0xa8e59522e0341b97!8m2!3d-8.5220418!4d115.2566338!9m1!1b1!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBD2NvZmZlZV9yb2FzdGVyc5oBJENoZERTVWhOTUc5blMwVk1URll3TkV0VE0yUkxNRGhuUlJBQuABAPoBBQiUARBD!16s%2Fg%2F11c1s2n4gk?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",Vibrant Nightlife, rating   jam buka   semua filter cappucino roti pisang anjing santan musik masala chai manual brew pagi perkebunan flat white, rating   jam buka   semua filter cappucino roti pisang anjing santan musik masala chai manual brew pagi perkebunan flat white vibrant nightlife vibrant nightlife gianyar,0.95,0.5640864910368063
221,FLOCK Cafe,Gianyar,4.8,822, rating  |  jam buka  |  semua filter | semua | kombucha | burger | choux | donat | roti panggang alpukat | charsiu | nissin chikin ramen | wagyu | mac n cheese | kaya toast,"https://www.google.com/maps/place/FLOCK+Cafe/@-8.5127,115.2452011,15z/data=!4m13!1m3!2m2!1sCafe+terbaik+di+Ubud+Bali!6e5!3m8!1s0x2dd23ddbe966f017:0x3d48b1d3c854f68b!8m2!3d-8.516444!4d115.2655511!9m1!1b1!15sChlDYWZlIHRlcmJhaWsgZGkgVWJ1ZCBCYWxpIgOoAQFaGyIZY2FmZSB0ZXJiYWlrIGRpIHVidWQgYmFsaZIBBGNhZmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXlNMTl5V1c5QlJSQULgAQD6AQQIABA3!16s%2Fg%2F11fq8q2np8?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",General Chill, rating   jam buka   semua filter kombucha burger choux donat roti panggang alpukat charsiu nissin chikin ramen wagyu mac n cheese kaya toast, rating   jam buka   semua filter kombucha burger choux donat roti panggang alpukat charsiu nissin chikin ramen wagyu mac n cheese kaya toast general chill general chill gianyar,0.95,0.6396988886849151
222,Warung Wardani,Denpasar,4.4,1461, harga  |  rating  |  masakan  |  jam buka  |  semua filter | semua | nasi campur | sate lilit | bandara | mobil | legenda | udang | dendeng | cita rasa,"https://www.google.com/maps/place/Warung+Wardani/@-8.6758084,115.1691732,14z/data=!4m13!1m3!2m2!1sKuliner+autentik+Denpasar!6e5!3m8!1s0x2dd2409e358fde2f:0xea7f870663495047!8m2!3d-8.6510946!4d115.2158839!9m1!1b1!15sChlLdWxpbmVyIGF1dGVudGlrIERlbnBhc2FyWhsiGWt1bGluZXIgYXV0ZW50aWsgZGVucGFzYXKSARNiYWxpbmVzZV9yZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIxc1UyTlhlSGROUnpBMVltMW9VazFxUW10WGJscFFWMWhaZUdOc1JSQULgAQD6AQUIuAIQNg!16s%2Fg%2F1tkhff8w?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",Budget Friendly, harga   rating   masakan   jam buka   semua filter nasi campur sate lilit bandara mobil legenda udang dendeng cita rasa, harga   rating   masakan   jam buka   semua filter nasi campur sate lilit bandara mobil legenda udang dendeng cita rasa budget friendly budget friendly denpasar,0.8500000000000001,0.7007596001191252
223,Goemerot Restaurant - Renon,Denpasar,4.4,4322, harga  |  rating  |  masakan  |  jam buka  |  semua filter | semua | playground | service | steak | makan malam | gelato | lengkuas | tahu gejrot | mashed potato,"https://www.google.com/maps/place/Goemerot+Restaurant+-+Renon/@-8.6754064,115.1898793,14z/data=!4m13!1m3!2m2!1sKuliner+autentik+Denpasar!6e5!3m8!1s0x2dd240f1722c9771:0x3e062e7d0ac9d0bb!8m2!3d-8.6754064!4d115.2279881!9m1!1b1!15sChlLdWxpbmVyIGF1dGVudGlrIERlbnBhc2FyWhsiGWt1bGluZXIgYXV0ZW50aWsgZGVucGFzYXKSARVpbmRvbmVzaWFuX3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVTkJPRGRMTkdWbkVBReABAPoBBAgAEDo!16s%2Fg%2F11c0qlfddk?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",Sunset & View | Family Friendly | Budget Friendly, harga   rating   masakan   jam buka   semua filter playground service steak makan malam gelato lengkuas tahu gejrot mashed potato, harga   rating   masakan   jam buka   semua filter playground service steak makan malam gelato lengkuas tahu gejrot mashed potato sunset & view   family friendly   budget friendly sunset & view   family friendly   budget friendly denpasar,0.8500000000000001,0.8159668875882561
224,The Joglo Beratan,Tabanan,4.3,356, rating  |  masakan  |  jam buka  |  semua filter | semua | danau | kamar | pemandangan | dingin | cafe | camping | lalat | penginapan | bau | nasi goreng,"https://www.google.com/maps/place/The+Joglo+Beratan/@-8.2718381,114.8582534,11z/data=!4m16!1m3!2m2!1sTempat+makan+Bedugul!6e5!3m11!1s0x2dd1891423216f61:0xc2e573b52dec8cfc!5m2!4m1!1i2!8m2!3d-8.2628342!4d115.1679604!9m1!1b1!15sChRUZW1wYXQgbWFrYW4gQmVkdWd1bFoWIhR0ZW1wYXQgbWFrYW4gYmVkdWd1bJIBCnJlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkNjMDl1TW5OblJSQULgAQD6AQQIABBJ!16s%2Fg%2F11lf_2_pm1?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",Sunset & View, rating   masakan   jam buka   semua filter danau kamar pemandangan dingin cafe camping lalat penginapan bau nasi goreng, rating   masakan   jam buka   semua filter danau kamar pemandangan dingin cafe camping lalat penginapan bau nasi goreng sunset & view sunset & view tabanan,0.825,0.5509436521001437
225,Rumah Makan Anda,Tabanan,4.3,147, rating  |  masakan  |  jam buka  |  semua filter | semua | harga | chinese food | udang | luas | nasi goreng | lalat | foto | pura ulun danu beratan bedugul | pisang goreng | sapo tahu,"https://www.google.com/maps/place/Rumah+Makan+Anda/@-8.2718381,114.8582534,11z/data=!4m13!1m3!2m2!1sTempat+makan+Bedugul!6e5!3m8!1s0x2dd18914bcd7f90f:0xec704127dbfd1be1!8m2!3d-8.2745828!4d115.1637809!9m1!1b1!15sChRUZW1wYXQgbWFrYW4gQmVkdWd1bFoWIhR0ZW1wYXQgbWFrYW4gYmVkdWd1bJIBCnJlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUkNkMloxWVROM1JSQULgAQD6AQQIABAx!16s%2Fg%2F11cjj97m29?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",Family Friendly | Budget Friendly, rating   masakan   jam buka   semua filter harga chinese food udang luas nasi goreng lalat foto pura ulun danu beratan bedugul pisang goreng sapo tahu, rating   masakan   jam buka   semua filter harga chinese food udang luas nasi goreng lalat foto pura ulun danu beratan bedugul pisang goreng sapo tahu family friendly   budget friendly family friendly   budget friendly tabanan,0.825,0.4573742535268458
226,Rimba Cafe,Karangasem,4.7,2105, rating  |  masakan  |  jam buka  |  semua filter | semua | panini | smoothie bowls | hutan rimba | kombucha | pai banoffee | rumah kaca | banana bread | tekanan atmosfer | nangka | wafel labu,"https://www.google.com/maps/place/Rimba+Cafe/@-8.3356533,115.6136972,14z/data=!4m12!1m2!2m1!1sMakan+enak+di+Amed+Bali!3m8!1s0x2dd20062fe410443:0x418eaee9108a1072!8m2!3d-8.3356533!4d115.651806!9m1!1b1!15sChdNYWthbiBlbmFrIGRpIEFtZWQgQmFsaSIDqAEBWhkiF21ha2FuIGVuYWsgZGkgYW1lZCBiYWxpkgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOSWNIWTNTMFIzRUFF4AEA-gEECAAQIQ!16s%2Fg%2F11fxzyqs9z?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",General Chill, rating   masakan   jam buka   semua filter panini smoothie bowls hutan rimba kombucha pai banoffee rumah kaca banana bread tekanan atmosfer nangka wafel labu, rating   masakan   jam buka   semua filter panini smoothie bowls hutan rimba kombucha pai banoffee rumah kaca banana bread tekanan atmosfer nangka wafel labu general chill general chill karangasem,0.925,0.7395449721494548
227,Warung Jambul Amed,Karangasem,4.7,62, rating  |  masakan  |  jam buka  |  semua filter | semua | harga | grill | tuna | cumi | bbq | batu bara | sambal | morning glory | ikan lemadang | local food,"https://www.google.com/maps/place/Warung+Jambul+Amed/@-8.3350651,115.6044889,14z/data=!4m13!1m3!2m2!1sMakan+enak+di+Amed+Bali!6e5!3m8!1s0x2dd20178bdc9daa9:0x3a47dd36df36bb57!8m2!3d-8.3399231!4d115.6421301!9m1!1b1!15sChdNYWthbiBlbmFrIGRpIEFtZWQgQmFsaSIDqAEBWhkiF21ha2FuIGVuYWsgZGkgYW1lZCBiYWxpkgESc2VhZm9vZF9yZXN0YXVyYW504AEA!16s%2Fg%2F11tggbnfrj?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",Vibrant Nightlife | Budget Friendly, rating   masakan   jam buka   semua filter harga grill tuna cumi bbq batu bara sambal morning glory ikan lemadang local food, rating   masakan   jam buka   semua filter harga grill tuna cumi bbq batu bara sambal morning glory ikan lemadang local food vibrant nightlife   budget friendly vibrant nightlife   budget friendly karangasem,0.925,0.36661515202060757
228,AMARTA Penida,Klungkung,4.9,2658, rating  |  masakan  |  jam buka  |  semua filter | semua | sunset | pulau | pemandangan | happy hour | gunung agung | infinity pool | the view | daybed | hostel | diah,"https://www.google.com/maps/place/AMARTA+Penida/@-8.6923061,115.3987353,13z/data=!4m13!1m3!2m2!1sRestoran+Nusa+Penida!6e5!3m8!1s0x2dd2736b51788b35:0xc7fdfd024ce12004!8m2!3d-8.6923061!4d115.474953!9m1!1b1!15sChRSZXN0b3JhbiBOdXNhIFBlbmlkYVoWIhRyZXN0b3JhbiBudXNhIHBlbmlkYZIBCnJlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTlNYMDF1VkhOUlJSQULgAQD6AQQIYxAx!16s%2Fg%2F11ll4sslcp?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",Sunset & View, rating   masakan   jam buka   semua filter sunset pulau pemandangan happy hour gunung agung infinity pool the view daybed hostel diah, rating   masakan   jam buka   semua filter sunset pulau pemandangan happy hour gunung agung infinity pool the view daybed hostel diah sunset & view sunset & view klungkung,0.9750000000000001,0.7643218379187059
229,Mapogu Restaurant,Badung,4.5,45, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | sarapan | cafe | co-working | interiornya | internet | tere | konser | burrito | roti panggang alpukat | chicken popcorn,https://www.google.com/maps/place/Mapogu+Restaurant/data=!4m7!3m6!1s0x2dd245fc24e25cef:0x2b9e1795d4293c9f!8m2!3d-8.8029598!4d115.1723337!16s%2Fg%2F11rtz3ghlf!19sChIJ71ziJPxF0i0Rnzwp1JUXnis?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sarapan cafe co-working interiornya internet tere konser burrito roti panggang alpukat chicken popcorn, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sarapan cafe co-working interiornya internet tere konser burrito roti panggang alpukat chicken popcorn work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.875,0.3331953154501953
230,Secret rooftop bali by Happy cow bali,Badung,4.5,846, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | omakase | sushi | permata | tumbuhan | mushroom soup | halal | set menu | sapi angus | kawasan perumahan | buku panduan michelin,https://www.google.com/maps/place/Secret+rooftop+bali+by+Happy+cow+bali/data=!4m7!3m6!1s0x2dd2449dc126768b:0x1094da990a112d5!8m2!3d-8.8003973!4d115.1806562!16s%2Fg%2F11b77dtgx_!19sChIJi3YmwZ1E0i0R1RKhkKlNCQE?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket omakase sushi permata tumbuhan mushroom soup halal set menu sapi angus kawasan perumahan buku panduan michelin, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket omakase sushi permata tumbuhan mushroom soup halal set menu sapi angus kawasan perumahan buku panduan michelin work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.875,0.6427534408792056
231,RESTO TEE AYU MASAKAN KHAS SUNDA,Badung,3.3,33, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | niat,https://www.google.com/maps/place/RESTO+TEE+AYU+MASAKAN+KHAS+SUNDA/data=!4m7!3m6!1s0x2dd245452a97130b:0xf5abd17bac6bb56e!8m2!3d-8.802414!4d115.1835662!16s%2Fg%2F11mn5sd5m7!19sChIJCxOXKkVF0i0RbrVrrHvRq_U?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket niat, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket niat work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.575,0.30107324361010557
232,Jendela Bali The Panoramic Resto,Badung,4.3,1543, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | gwk | service | tiket | sunset | kupon | pizza | the view | spesies | laut | cocktail,https://www.google.com/maps/place/Jendela+Bali+The+Panoramic+Resto/data=!4m7!3m6!1s0x2dd244b659ae95af:0x2540bda3ab984f76!8m2!3d-8.8086738!4d115.1680313!16s%2Fg%2F1ptwxcqxl!19sChIJr5WuWbZE0i0Rdk-Yq6O9QCU?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket gwk service tiket sunset kupon pizza the view spesies laut cocktail, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket gwk service tiket sunset kupon pizza the view spesies laut cocktail sunset & view   work from cafe   vibrant nightlife sunset & view   work from cafe   vibrant nightlife badung,0.825,0.7065586322290445
233,Bu Komang,Badung,4.7,32, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | nasi campur,https://www.google.com/maps/place/Bu+Komang/data=!4m7!3m6!1s0x2dd244bb0da2e667:0x492dbf5c28bfcf42!8m2!3d-8.8011391!4d115.1747184!16s%2Fg%2F11gbn1lgbg!19sChIJZ-aiDbtE0i0RQs-_KFy_LUk?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket nasi campur, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket nasi campur work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.925,0.29790089922393237
234,Baba Goose Coffee,Badung,4.6,117, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | harga | barista | latte | wifi | meja | semut | colokan | konsep | ac | tempat duduk,https://www.google.com/maps/place/Baba+Goose+Coffee/data=!4m7!3m6!1s0x2dd2456e1beb2e07:0x1eddf069ef67845!8m2!3d-8.8023843!4d115.1734462!16s%2Fg%2F11hzz6j1s2!19sChIJBy7rG25F0i0RRXj2ngbf7QE?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga barista latte wifi meja semut colokan konsep tempat duduk, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga barista latte wifi meja semut colokan konsep tempat duduk work from cafe   vibrant nightlife   budget friendly work from cafe   vibrant nightlife   budget friendly badung,0.8999999999999999,0.43330214674931133
235,Mama Chew 360 Rooftop Jimbaran Bali,Badung,4.6,189, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | chilli crab | dinner | service | rumah | kepiting telur asin | buku | atmosphere | pedes | prapesan | bayi,https://www.google.com/maps/place/Mama+Chew+360+Rooftop+Jimbaran+Bali/data=!4m7!3m6!1s0x2dd244b80d308195:0xd12a6c57341ea026!8m2!3d-8.804166!4d115.1657485!16s%2Fg%2F11c2p_lwnq!19sChIJlYEwDbhE0i0RJqAeNFdsKtE?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife | Romantic & Cozy, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket chilli crab dinner service rumah kepiting telur asin buku atmosphere pedes prapesan bayi, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket chilli crab dinner service rumah kepiting telur asin buku atmosphere pedes prapesan bayi work from cafe   vibrant nightlife   romantic & cozy work from cafe   vibrant nightlife   romantic & cozy badung,0.8999999999999999,0.4839206654280376
236,R.M Niken Minang Masakan Padang,Badung,4.9,48, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | nasi,https://www.google.com/maps/place/R.M+Niken+Minang+Masakan+Padang/data=!4m7!3m6!1s0x2dd244ba55dbe553:0x464290ff65fbc9ae!8m2!3d-8.8026005!4d115.1739798!16s%2Fg%2F11ty52g3wg!19sChIJU-XbVbpE0i0Rrsn7Zf-QQkY?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket nasi, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket nasi work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.9750000000000001,0.33990906218544326
237,Dapur Ibu Bejo,Badung,4.5,13, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket,https://www.google.com/maps/place/Dapur+Ibu+Bejo/data=!4m7!3m6!1s0x2dd245e3688260af:0xc5421411995a1317!8m2!3d-8.8033276!4d115.1772292!16s%2Fg%2F11qynz3gk9!19sChIJr2CCaONF0i0RFxNamREUQsU?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.875,0.2067833972259742
238,Bale Udang Kuta,Badung,4.8,24428, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | gurame | masakan indonesia | kolam ikan | gazebo | bali | ikan koi | plecing kangkung | cobek | kecak | barong,https://www.google.com/maps/place/Bale+Udang+Kuta/data=!4m7!3m6!1s0x2dd246c5b9a669d1:0xc37c62a5ab69489!8m2!3d-8.699908!4d115.1828!16s%2Fg%2F11g_kskvx!19sChIJ0WmmucVG0i0RiZS2WirGNww?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket gurame masakan indonesia kolam ikan gazebo bali ikan koi plecing kangkung cobek kecak barong, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket gurame masakan indonesia kolam ikan gazebo bali ikan koi plecing kangkung cobek kecak barong work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.95,1.0
239,Makan Place,Badung,4.8,1928, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | cocktail | sari | pork knuckle | penjumlahan total | bambu | sate | nasi goreng | bali | rendang daging sapi | padma resort legian,https://www.google.com/maps/place/Makan+Place/data=!4m7!3m6!1s0x2dd247c7d86b0b77:0x49fbfdc61fe42087!8m2!3d-8.7060748!4d115.1682869!16s%2Fg%2F11gk2nwp_c!19sChIJdwtr2MdH0i0RhyDkH8b9-0k?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket cocktail sari pork knuckle penjumlahan total bambu sate nasi goreng bali rendang daging sapi padma resort legian, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket cocktail sari pork knuckle penjumlahan total bambu sate nasi goreng bali rendang daging sapi padma resort legian work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.95,0.7302160514624445
240,HoCiak Restoran Bali,Badung,4.5,302, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | chinese food | mala xiang guo | rempah | sup ikan | szechuan | suan cai | ac | shrimp | ruang | babi,https://www.google.com/maps/place/HoCiak+Restoran+Bali/data=!4m7!3m6!1s0x2dd251717de50b83:0xc30776c311fbe1d9!8m2!3d-8.7861714!4d115.1679577!16s%2Fg%2F11s1s024qw!19sChIJgwvlfXFR0i0R2eH7EcN2B8M?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket chinese food mala xiang guo rempah sup ikan szechuan suan cai shrimp ruang babi, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket chinese food mala xiang guo rempah sup ikan szechuan suan cai shrimp ruang babi work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.875,0.5335157700343653
241,Okuzono Japanese Dining Bali,Badung,4.8,528, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | interior | atmosphere | dinner | chef | salmon | the menu | instagram | estetik | wagyu | tim,https://www.google.com/maps/place/Okuzono+Japanese+Dining+Bali/data=!4m7!3m6!1s0x2dd247ead1a2e74b:0x46e6dc87399fbb70!8m2!3d-8.6733191!4d115.1582277!16s%2Fg%2F11trs5_y6v!19sChIJS-ei0epH0i0RcLufOYfc5kY?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket interior atmosphere dinner chef salmon the menu instagram estetik wagyu tim, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket interior atmosphere dinner chef salmon the menu instagram estetik wagyu tim work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.95,0.5927328986338856
242,LALAPAN EYZA,Badung,2.3,53, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | nasi | basi | warung | lalat | penjual | lauk | es teh | sambal | hp | orang,https://www.google.com/maps/place/LALAPAN+EYZA/data=!4m7!3m6!1s0x2dd244bb9527b593:0x39d8f2dae11fc9f9!8m2!3d-8.8009901!4d115.1726226!16s%2Fg%2F11s661v5zw!19sChIJk7UnlbtE0i0R-ckf4dry2Dk?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket nasi basi warung lalat penjual lauk es teh sambal orang, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket nasi basi warung lalat penjual lauk es teh sambal orang work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.32499999999999996,0.35023423059170766
243,Bali Timbungan - Sunset Road,Badung,4.7,2746, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | bebek | dessert | pisang goreng | kerang | bambu | gurami | nasi bakar | megibung | es krim vanila | sate kambing,https://www.google.com/maps/place/Bali+Timbungan+-+Sunset+Road/data=!4m7!3m6!1s0x2dd2470900c207f1:0xe29a3947b8d3e5b1!8m2!3d-8.7109776!4d115.1857905!16s%2Fg%2F11gzplmpbs!19sChIJ8QfCAAlH0i0RseXTuEc5muI?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket bebek dessert pisang goreng kerang bambu gurami nasi bakar megibung es krim vanila sate kambing, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket bebek dessert pisang goreng kerang bambu gurami nasi bakar megibung es krim vanila sate kambing work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.925,0.76778177238901
244,Gabah Restaurant & Bar,Badung,4.5,2376, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | hotel | f&b | tari | cocktail | konser | sari | kuta | banquet | oles | ramayana,https://www.google.com/maps/place/Gabah+Restaurant+%26+Bar/data=!4m7!3m6!1s0x2dd246a4a319ec61:0xd9f9404cc7e2a0cf!8m2!3d-8.7248917!4d115.1715178!16s%2Fg%2F1jkym2bj7!19sChIJYewZo6RG0i0Rz6Dix0xA-dk?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket hotel f&b tari cocktail konser sari kuta banquet oles ramayana, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket hotel f&b tari cocktail konser sari kuta banquet oles ramayana work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.875,0.7524082982735748
